COM Port 2:
2018/10/14 21:52:05:249;-üpþ|ü||þþþøþþøæ'þþ||öðÊ®3fÃ05953
2018/10/14 21:52:06:544;05952
2018/10/14 21:52:06:544;05951
2018/10/14 21:52:06:560;05951
2018/10/14 21:52:06:560;05951
2018/10/14 21:52:06:560;05950
2018/10/14 21:52:06:560;05951
2018/10/14 21:52:06:560;05952
2018/10/14 21:52:06:560;05951
2018/10/14 21:52:06:560;05951
2018/10/14 21:52:06:560;05953
2018/10/14 21:52:06:560;05950
2018/10/14 21:52:06:576;05951
2018/10/14 21:52:06:576;05951
2018/10/14 21:52:06:576;05952
2018/10/14 21:52:06:576;05950
2018/10/14 21:52:06:576;05950
2018/10/14 21:52:06:576;05951
2018/10/14 21:52:06:576;05951
2018/10/14 21:52:06:576;05950
2018/10/14 21:52:06:576;05950
2018/10/14 21:52:06:576;05951
2018/10/14 21:52:06:592;05951
2018/10/14 21:52:06:592;05951
2018/10/14 21:52:06:592;05951
2018/10/14 21:52:06:592;05952
2018/10/14 21:52:06:592;05951
2018/10/14 21:52:06:592;05952
2018/10/14 21:52:06:592;05951
2018/10/14 21:52:06:592;05951
2018/10/14 21:52:06:592;05951
2018/10/14 21:52:06:608;05951
2018/10/14 21:52:06:608;05951
2018/10/14 21:52:06:608;05952
2018/10/14 21:52:06:608;05951
2018/10/14 21:52:06:608;05952
2018/10/14 21:52:06:608;05951
2018/10/14 21:52:06:608;05951
2018/10/14 21:52:06:608;05952
2018/10/14 21:52:06:608;05951
2018/10/14 21:52:06:608;05952
2018/10/14 21:52:06:624;05952
2018/10/14 21:52:06:624;05953
2018/10/14 21:52:06:624;05953
2018/10/14 21:52:06:624;05951
2018/10/14 21:52:06:624;05952
2018/10/14 21:52:06:624;05952
2018/10/14 21:52:06:624;05952
2018/10/14 21:52:06:624;05952
2018/10/14 21:52:06:624;05952
2018/10/14 21:52:06:640;05953
2018/10/14 21:52:06:640;05952
2018/10/14 21:52:06:640;05952
2018/10/14 21:52:06:640;05952
2018/10/14 21:52:06:640;05953
2018/10/14 21:52:06:640;05952
2018/10/14 21:52:06:640;05953
2018/10/14 21:52:06:640;05952
2018/10/14 21:52:06:640;05952
2018/10/14 21:52:06:640;05952
2018/10/14 21:52:06:656;05952
2018/10/14 21:52:06:656;05953
2018/10/14 21:52:06:656;05952
2018/10/14 21:52:06:656;05953
2018/10/14 21:52:06:656;05953
2018/10/14 21:52:06:656;05952
2018/10/14 21:52:06:656;05953
2018/10/14 21:52:06:656;05953
2018/10/14 21:52:06:656;05953
2018/10/14 21:52:06:672;05952
2018/10/14 21:52:06:672;05952
2018/10/14 21:52:06:672;05952
2018/10/14 21:52:06:672;05952
2018/10/14 21:52:06:672;05952
2018/10/14 21:52:06:672;05953
2018/10/14 21:52:06:672;05952
2018/10/14 21:52:06:672;05952
2018/10/14 21:52:06:672;05952
2018/10/14 21:52:06:672;05953
2018/10/14 21:52:06:688;05952
2018/10/14 21:52:06:688;05952
2018/10/14 21:52:06:688;05953
2018/10/14 21:52:06:688;05953
2018/10/14 21:52:06:688;05952
2018/10/14 21:52:06:688;05953
2018/10/14 21:52:06:688;05953
2018/10/14 21:52:06:688;05952
2018/10/14 21:52:06:688;05952
2018/10/14 21:52:06:704;05952
2018/10/14 21:52:06:704;05953
2018/10/14 21:52:06:704;05952
2018/10/14 21:52:06:704;05952
2018/10/14 21:52:06:704;05953
2018/10/14 21:52:06:704;05952
2018/10/14 21:52:06:704;05952
2018/10/14 21:52:06:704;05952
2018/10/14 21:52:06:704;05952
2018/10/14 21:52:06:704;05952
2018/10/14 21:52:06:720;05951
2018/10/14 21:52:06:720;05952
2018/10/14 21:52:06:720;05952
2018/10/14 21:52:06:720;05952
2018/10/14 21:52:06:720;05952
2018/10/14 21:52:06:720;05952
2018/10/14 21:52:06:720;05952
2018/10/14 21:52:06:720;05952
2018/10/14 21:52:06:720;05952
2018/10/14 21:52:06:736;05951
2018/10/14 21:52:06:736;05951
2018/10/14 21:52:06:736;05952
2018/10/14 21:52:06:736;05952
2018/10/14 21:52:06:736;05952
2018/10/14 21:52:06:736;05953
2018/10/14 21:52:06:736;05952
2018/10/14 21:52:06:736;05952
2018/10/14 21:52:06:736;05952
2018/10/14 21:52:06:736;05952
2018/10/14 21:52:06:752;05952
2018/10/14 21:52:06:752;05951
2018/10/14 21:52:06:752;05951
2018/10/14 21:52:06:752;05952
2018/10/14 21:52:06:752;05952
2018/10/14 21:52:06:752;05952
2018/10/14 21:52:06:752;05951
2018/10/14 21:52:06:752;05952
2018/10/14 21:52:06:752;05951
2018/10/14 21:52:06:768;05952
2018/10/14 21:52:06:768;05952
2018/10/14 21:52:06:768;05952
2018/10/14 21:52:06:768;05953
2018/10/14 21:52:06:768;05952
2018/10/14 21:52:06:768;05952
2018/10/14 21:52:06:768;05951
2018/10/14 21:52:06:768;05950
2018/10/14 21:52:06:768;05951
2018/10/14 21:52:06:768;05950
2018/10/14 21:52:06:784;05950
2018/10/14 21:52:06:784;05951
2018/10/14 21:52:06:784;05951
2018/10/14 21:52:06:784;05950
2018/10/14 21:52:06:784;05953
2018/10/14 21:52:06:784;05950
2018/10/14 21:52:06:784;05951
2018/10/14 21:52:06:784;05952
2018/10/14 21:52:06:784;05951
2018/10/14 21:52:06:800;05951
2018/10/14 21:52:06:800;05952
2018/10/14 21:52:06:800;05952
2018/10/14 21:52:06:800;05951
2018/10/14 21:52:06:800;05951
2018/10/14 21:52:06:800;05951
2018/10/14 21:52:06:800;05951
2018/10/14 21:52:06:800;05951
2018/10/14 21:52:06:800;05952
2018/10/14 21:52:06:800;05952
2018/10/14 21:52:06:816;05952
2018/10/14 21:52:06:816;05952
2018/10/14 21:52:06:816;05952
2018/10/14 21:52:06:816;05951
2018/10/14 21:52:06:816;05952
2018/10/14 21:52:06:816;05951
2018/10/14 21:52:06:816;05951
2018/10/14 21:52:06:816;05952
2018/10/14 21:52:06:816;05951
2018/10/14 21:52:06:832;05952
2018/10/14 21:52:06:832;05951
2018/10/14 21:52:06:832;05951
2018/10/14 21:52:06:832;05952
2018/10/14 21:52:06:832;05952
2018/10/14 21:52:06:832;05952
2018/10/14 21:52:06:832;05952
2018/10/14 21:52:06:832;05951
2018/10/14 21:52:06:832;05951
2018/10/14 21:52:06:832;05950
2018/10/14 21:52:06:848;05951
2018/10/14 21:52:06:848;05951
2018/10/14 21:52:06:848;05952
2018/10/14 21:52:06:848;05952
2018/10/14 21:52:06:848;05952
2018/10/14 21:52:06:848;05951
2018/10/14 21:52:06:848;05951
2018/10/14 21:52:06:848;05950
2018/10/14 21:52:06:848;05951
2018/10/14 21:52:06:864;05951
2018/10/14 21:52:06:864;05951
2018/10/14 21:52:06:864;05951
2018/10/14 21:52:06:864;05951
2018/10/14 21:52:06:864;05951
2018/10/14 21:52:06:864;05951
2018/10/14 21:52:06:864;05951
2018/10/14 21:52:06:864;05953
2018/10/14 21:52:06:864;05953
2018/10/14 21:52:06:864;05952
2018/10/14 21:52:06:880;05952
2018/10/14 21:52:06:880;05953
2018/10/14 21:52:06:880;05951
2018/10/14 21:52:06:880;05952
2018/10/14 21:52:06:880;05952
2018/10/14 21:52:06:880;05951
2018/10/14 21:52:06:880;05952
2018/10/14 21:52:06:880;05951
2018/10/14 21:52:06:880;05951
2018/10/14 21:52:06:896;05952
2018/10/14 21:52:06:896;05952
2018/10/14 21:52:06:896;05951
2018/10/14 21:52:06:896;05952
2018/10/14 21:52:06:896;05951
2018/10/14 21:52:06:896;05950
2018/10/14 21:52:06:896;05951
2018/10/14 21:52:06:896;05952
2018/10/14 21:52:06:896;05951
2018/10/14 21:52:06:896;05952
2018/10/14 21:52:06:912;05952
2018/10/14 21:52:06:912;05953
2018/10/14 21:52:06:912;05951
2018/10/14 21:52:06:912;05951
2018/10/14 21:52:06:912;05951
2018/10/14 21:52:06:912;05952
2018/10/14 21:52:06:912;05952
2018/10/14 21:52:06:912;05952
2018/10/14 21:52:06:912;05952
2018/10/14 21:52:06:928;05952
2018/10/14 21:52:06:928;05952
2018/10/14 21:52:06:928;05952
2018/10/14 21:52:06:928;05952
2018/10/14 21:52:06:928;05951
2018/10/14 21:52:06:928;05951
2018/10/14 21:52:06:928;05950
2018/10/14 21:52:06:928;05951
2018/10/14 21:52:06:928;05951
2018/10/14 21:52:06:928;05950
2018/10/14 21:52:06:944;05951
2018/10/14 21:52:06:944;05950
2018/10/14 21:52:06:944;05951
2018/10/14 21:52:06:944;05951
2018/10/14 21:52:06:944;05951
2018/10/14 21:52:06:944;05952
2018/10/14 21:52:06:944;05951
2018/10/14 21:52:06:944;05951
2018/10/14 21:52:06:944;05952
2018/10/14 21:52:06:960;05952
2018/10/14 21:52:06:960;05952
2018/10/14 21:52:06:960;05951
2018/10/14 21:52:06:960;05951
2018/10/14 21:52:06:960;05951
2018/10/14 21:52:06:960;05951
2018/10/14 21:52:06:960;05951
2018/10/14 21:52:06:960;05952
2018/10/14 21:52:06:960;05952
2018/10/14 21:52:06:960;05952
2018/10/14 21:52:06:975;05952
2018/10/14 21:52:06:976;05951
2018/10/14 21:52:06:976;05953
2018/10/14 21:52:06:976;05953
2018/10/14 21:52:06:976;05953
2018/10/14 21:52:06:976;05952
2018/10/14 21:52:06:976;05952
2018/10/14 21:52:06:976;05952
2018/10/14 21:52:06:976;05950
2018/10/14 21:52:06:976;05952
2018/10/14 21:52:06:991;05952
2018/10/14 21:52:06:992;05952
2018/10/14 21:52:06:992;05952
2018/10/14 21:52:06:992;05952
2018/10/14 21:52:06:992;05951
2018/10/14 21:52:06:992;05950
2018/10/14 21:52:06:992;05950
2018/10/14 21:52:06:992;05951
2018/10/14 21:52:06:992;05951
2018/10/14 21:52:07:007;05950
2018/10/14 21:52:07:008;05951
2018/10/14 21:52:07:008;05952
2018/10/14 21:52:07:008;05953
2018/10/14 21:52:07:008;05952
2018/10/14 21:52:07:008;05952
2018/10/14 21:52:07:008;05951
2018/10/14 21:52:07:008;05950
2018/10/14 21:52:07:008;05951
2018/10/14 21:52:07:008;05950
2018/10/14 21:52:07:024;05951
2018/10/14 21:52:07:024;05949
2018/10/14 21:52:07:024;05949
2018/10/14 21:52:07:024;05949
2018/10/14 21:52:07:024;05949
2018/10/14 21:52:07:024;05950
2018/10/14 21:52:07:024;05951
2018/10/14 21:52:07:024;05950
2018/10/14 21:52:07:024;05951
2018/10/14 21:52:07:039;05951
2018/10/14 21:52:07:039;05951
2018/10/14 21:52:07:040;05950
2018/10/14 21:52:07:040;05950
2018/10/14 21:52:07:040;05952
2018/10/14 21:52:07:040;05952
2018/10/14 21:52:07:040;05951
2018/10/14 21:52:07:040;05952
2018/10/14 21:52:07:040;05952
2018/10/14 21:52:07:040;05951
2018/10/14 21:52:07:055;05951
2018/10/14 21:52:07:055;05950
2018/10/14 21:52:07:056;05951
2018/10/14 21:52:07:056;05951
2018/10/14 21:52:07:056;05950
2018/10/14 21:52:07:056;05952
2018/10/14 21:52:07:056;05949
2018/10/14 21:52:07:056;05951
2018/10/14 21:52:07:056;05950
2018/10/14 21:52:07:071;05951
2018/10/14 21:52:07:071;05951
2018/10/14 21:52:07:071;05951
2018/10/14 21:52:07:072;05951
2018/10/14 21:52:07:072;05951
2018/10/14 21:52:07:072;05950
2018/10/14 21:52:07:072;05950
2018/10/14 21:52:07:072;05951
2018/10/14 21:52:07:072;05951
2018/10/14 21:52:07:072;05951
2018/10/14 21:52:07:087;05951
2018/10/14 21:52:07:087;05950
2018/10/14 21:52:07:088;05951
2018/10/14 21:52:07:088;05951
2018/10/14 21:52:07:088;05950
2018/10/14 21:52:07:088;05951
2018/10/14 21:52:07:088;05951
2018/10/14 21:52:07:088;05952
2018/10/14 21:52:07:088;05951
2018/10/14 21:52:07:103;05951
2018/10/14 21:52:07:103;05951
2018/10/14 21:52:07:103;05951
2018/10/14 21:52:07:103;05950
2018/10/14 21:52:07:104;05950
2018/10/14 21:52:07:104;05951
2018/10/14 21:52:07:104;05950
2018/10/14 21:52:07:104;05950
2018/10/14 21:52:07:104;05950
2018/10/14 21:52:07:104;05951
2018/10/14 21:52:07:119;05951
2018/10/14 21:52:07:119;05950
2018/10/14 21:52:07:119;05949
2018/10/14 21:52:07:119;05950
2018/10/14 21:52:07:120;05951
2018/10/14 21:52:07:120;05950
2018/10/14 21:52:07:120;05950
2018/10/14 21:52:07:120;05951
2018/10/14 21:52:07:120;05951
2018/10/14 21:52:07:135;05952
2018/10/14 21:52:07:135;05952
2018/10/14 21:52:07:135;05952
2018/10/14 21:52:07:135;05950
2018/10/14 21:52:07:136;05952
2018/10/14 21:52:07:136;05951
2018/10/14 21:52:07:136;05951
2018/10/14 21:52:07:136;05952
2018/10/14 21:52:07:136;05950
2018/10/14 21:52:07:136;05951
2018/10/14 21:52:07:151;05950
2018/10/14 21:52:07:151;05951
2018/10/14 21:52:07:151;05952
2018/10/14 21:52:07:151;05951
2018/10/14 21:52:07:151;05952
2018/10/14 21:52:07:152;05950
2018/10/14 21:52:07:152;05951
2018/10/14 21:52:07:152;05951
2018/10/14 21:52:07:152;05950
2018/10/14 21:52:07:167;05951
2018/10/14 21:52:07:167;05950
2018/10/14 21:52:07:167;05951
2018/10/14 21:52:07:167;05950
2018/10/14 21:52:07:167;05952
2018/10/14 21:52:07:168;05951
2018/10/14 21:52:07:168;05952
2018/10/14 21:52:07:168;05952
2018/10/14 21:52:07:168;05952
2018/10/14 21:52:07:168;05952
2018/10/14 21:52:07:183;05952
2018/10/14 21:52:07:183;05952
2018/10/14 21:52:07:183;05952
2018/10/14 21:52:07:183;05952
2018/10/14 21:52:07:183;05951
2018/10/14 21:52:07:184;05952
2018/10/14 21:52:07:184;05952
2018/10/14 21:52:07:184;05952
2018/10/14 21:52:07:184;05953
2018/10/14 21:52:07:199;05953
2018/10/14 21:52:07:199;05952
2018/10/14 21:52:07:199;05951
2018/10/14 21:52:07:199;05952
2018/10/14 21:52:07:199;05951
2018/10/14 21:52:07:199;05951
2018/10/14 21:52:07:200;05950
2018/10/14 21:52:07:200;05951
2018/10/14 21:52:07:200;05951
2018/10/14 21:52:07:200;05953
2018/10/14 21:52:07:215;05952
2018/10/14 21:52:07:215;05952
2018/10/14 21:52:07:215;05952
2018/10/14 21:52:07:215;05952
2018/10/14 21:52:07:215;05952
2018/10/14 21:52:07:215;05951
2018/10/14 21:52:07:216;05951
2018/10/14 21:52:07:216;05952
2018/10/14 21:52:07:216;05952
2018/10/14 21:52:07:231;05952
2018/10/14 21:52:07:231;05952
2018/10/14 21:52:07:231;05952
2018/10/14 21:52:07:231;05952
2018/10/14 21:52:07:231;05951
2018/10/14 21:52:07:231;05951
2018/10/14 21:52:07:231;05951
2018/10/14 21:52:07:231;05952
2018/10/14 21:52:07:231;05952
2018/10/14 21:52:07:231;05951
2018/10/14 21:52:07:247;05951
2018/10/14 21:52:07:247;05951
2018/10/14 21:52:07:247;05952
2018/10/14 21:52:07:247;05950
2018/10/14 21:52:07:247;05951
2018/10/14 21:52:07:247;05951
2018/10/14 21:52:07:247;05951
2018/10/14 21:52:07:248;05951
2018/10/14 21:52:07:248;05952
2018/10/14 21:52:07:263;05951
2018/10/14 21:52:07:263;05951
2018/10/14 21:52:07:263;05950
2018/10/14 21:52:07:263;05951
2018/10/14 21:52:07:263;05950
2018/10/14 21:52:07:264;05952
2018/10/14 21:52:07:264;05951
2018/10/14 21:52:07:264;05951
2018/10/14 21:52:07:264;05951
2018/10/14 21:52:07:264;05950
2018/10/14 21:52:07:279;05950
2018/10/14 21:52:07:279;05951
2018/10/14 21:52:07:279;05951
2018/10/14 21:52:07:279;05951
2018/10/14 21:52:07:279;05951
2018/10/14 21:52:07:279;05952
2018/10/14 21:52:07:279;05951
2018/10/14 21:52:07:280;05952
2018/10/14 21:52:07:280;05951
2018/10/14 21:52:07:295;05952
2018/10/14 21:52:07:295;05953
2018/10/14 21:52:07:295;05951
2018/10/14 21:52:07:295;05952
2018/10/14 21:52:07:295;05951
2018/10/14 21:52:07:295;05952
2018/10/14 21:52:07:295;05952
2018/10/14 21:52:07:296;05952
2018/10/14 21:52:07:296;05952
2018/10/14 21:52:07:296;05951
2018/10/14 21:52:07:311;05952
2018/10/14 21:52:07:311;05951
2018/10/14 21:52:07:311;05951
2018/10/14 21:52:07:311;05952
2018/10/14 21:52:07:311;05952
2018/10/14 21:52:07:311;05953
2018/10/14 21:52:07:311;05952
2018/10/14 21:52:07:312;05952
2018/10/14 21:52:07:312;05951
2018/10/14 21:52:07:327;05951
2018/10/14 21:52:07:327;05951
2018/10/14 21:52:07:327;05951
2018/10/14 21:52:07:327;05952
2018/10/14 21:52:07:327;05952
2018/10/14 21:52:07:327;05951
2018/10/14 21:52:07:327;05952
2018/10/14 21:52:07:327;05952
2018/10/14 21:52:07:327;05952
2018/10/14 21:52:07:327;05952
2018/10/14 21:52:07:343;05951
2018/10/14 21:52:07:343;05952
2018/10/14 21:52:07:343;05951
2018/10/14 21:52:07:343;05953
2018/10/14 21:52:07:343;05951
2018/10/14 21:52:07:343;05951
2018/10/14 21:52:07:343;05951
2018/10/14 21:52:07:343;05953
2018/10/14 21:52:07:344;05951
2018/10/14 21:52:07:359;05951
2018/10/14 21:52:07:359;05952
2018/10/14 21:52:07:359;05952
2018/10/14 21:52:07:359;05951
2018/10/14 21:52:07:359;05951
2018/10/14 21:52:07:359;05952
2018/10/14 21:52:07:359;05953
2018/10/14 21:52:07:359;05952
2018/10/14 21:52:07:359;05952
2018/10/14 21:52:07:359;05952
2018/10/14 21:52:07:375;05951
2018/10/14 21:52:07:375;05952
2018/10/14 21:52:07:375;05951
2018/10/14 21:52:07:375;05951
2018/10/14 21:52:07:375;05951
2018/10/14 21:52:07:375;05951
2018/10/14 21:52:07:375;05951
2018/10/14 21:52:07:375;05952
2018/10/14 21:52:07:375;05951
2018/10/14 21:52:07:391;05951
2018/10/14 21:52:07:391;05950
2018/10/14 21:52:07:391;05952
2018/10/14 21:52:07:391;05953
2018/10/14 21:52:07:391;05951
2018/10/14 21:52:07:391;05952
2018/10/14 21:52:07:391;05952
2018/10/14 21:52:07:391;05951
2018/10/14 21:52:07:391;05951
2018/10/14 21:52:07:391;05950
2018/10/14 21:52:07:407;05951
2018/10/14 21:52:07:407;05950
2018/10/14 21:52:07:407;05951
2018/10/14 21:52:07:407;05951
2018/10/14 21:52:07:407;05950
2018/10/14 21:52:07:407;05950
2018/10/14 21:52:07:407;05951
2018/10/14 21:52:07:407;05951
2018/10/14 21:52:07:407;05950
2018/10/14 21:52:07:423;05950
2018/10/14 21:52:07:423;05951
2018/10/14 21:52:07:423;05952
2018/10/14 21:52:07:423;05951
2018/10/14 21:52:07:423;05953
2018/10/14 21:52:07:423;05952
2018/10/14 21:52:07:423;05952
2018/10/14 21:52:07:423;05952
2018/10/14 21:52:07:423;05952
2018/10/14 21:52:07:423;05952
2018/10/14 21:52:07:439;05952
2018/10/14 21:52:07:439;05952
2018/10/14 21:52:07:439;05951
2018/10/14 21:52:07:439;05951
2018/10/14 21:52:07:439;05952
2018/10/14 21:52:07:439;05951
2018/10/14 21:52:07:439;05952
2018/10/14 21:52:07:439;05951
2018/10/14 21:52:07:439;05952
2018/10/14 21:52:07:455;05952
2018/10/14 21:52:07:455;05952
2018/10/14 21:52:07:455;05951
2018/10/14 21:52:07:455;05952
2018/10/14 21:52:07:455;05951
2018/10/14 21:52:07:455;05952
2018/10/14 21:52:07:455;05951
2018/10/14 21:52:07:455;05952
2018/10/14 21:52:07:455;05950
2018/10/14 21:52:07:455;05950
2018/10/14 21:52:07:471;05951
2018/10/14 21:52:07:471;05950
2018/10/14 21:52:07:471;05951
2018/10/14 21:52:07:471;05950
2018/10/14 21:52:07:471;05951
2018/10/14 21:52:07:471;05951
2018/10/14 21:52:07:471;05952
2018/10/14 21:52:07:471;05952
2018/10/14 21:52:07:471;05950
2018/10/14 21:52:07:487;05951
2018/10/14 21:52:07:487;05950
2018/10/14 21:52:07:487;05952
2018/10/14 21:52:07:487;05952
2018/10/14 21:52:07:487;05951
2018/10/14 21:52:07:487;05952
2018/10/14 21:52:07:487;05952
2018/10/14 21:52:07:487;05952
2018/10/14 21:52:07:487;05952
2018/10/14 21:52:07:487;05951
2018/10/14 21:52:07:503;05952
2018/10/14 21:52:07:503;05950
2018/10/14 21:52:07:503;05950
2018/10/14 21:52:07:503;05950
2018/10/14 21:52:07:503;05951
2018/10/14 21:52:07:503;05952
2018/10/14 21:52:07:503;05952
2018/10/14 21:52:07:503;05950
2018/10/14 21:52:07:503;05950
2018/10/14 21:52:07:519;05950
2018/10/14 21:52:07:519;05951
2018/10/14 21:52:07:519;05952
2018/10/14 21:52:07:519;05950
2018/10/14 21:52:07:519;05951
2018/10/14 21:52:07:519;05951
2018/10/14 21:52:07:519;05951
2018/10/14 21:52:07:519;05951
2018/10/14 21:52:07:519;05951
2018/10/14 21:52:07:519;05951
2018/10/14 21:52:07:535;05951
2018/10/14 21:52:07:535;05951
2018/10/14 21:52:07:535;05951
2018/10/14 21:52:07:535;05951
2018/10/14 21:52:07:535;05951
2018/10/14 21:52:07:535;05951
2018/10/14 21:52:07:535;05952
2018/10/14 21:52:07:535;05952
2018/10/14 21:52:07:535;05952
2018/10/14 21:52:07:551;05952
2018/10/14 21:52:07:551;05952
2018/10/14 21:52:07:551;05952
2018/10/14 21:52:07:551;05952
2018/10/14 21:52:07:551;05951
2018/10/14 21:52:07:551;05951
2018/10/14 21:52:07:551;05952
2018/10/14 21:52:07:551;05952
2018/10/14 21:52:07:551;05951
2018/10/14 21:52:07:551;05951
2018/10/14 21:52:07:567;05951
2018/10/14 21:52:07:567;05951
2018/10/14 21:52:07:567;05951
2018/10/14 21:52:07:567;05952
2018/10/14 21:52:07:567;05952
2018/10/14 21:52:07:567;05952
2018/10/14 21:52:07:567;05953
2018/10/14 21:52:07:567;05953
2018/10/14 21:52:07:567;05953
2018/10/14 21:52:07:583;05952
2018/10/14 21:52:07:583;05953
2018/10/14 21:52:07:583;05952
2018/10/14 21:52:07:583;05952
2018/10/14 21:52:07:583;05951
2018/10/14 21:52:07:583;05951
2018/10/14 21:52:07:583;05951
2018/10/14 21:52:07:583;05952
2018/10/14 21:52:07:583;05951
2018/10/14 21:52:07:583;05951
2018/10/14 21:52:07:599;05951
2018/10/14 21:52:07:599;05951
2018/10/14 21:52:07:599;05951
2018/10/14 21:52:07:599;05951
2018/10/14 21:52:07:599;05952
2018/10/14 21:52:07:599;05951
2018/10/14 21:52:07:599;05951
2018/10/14 21:52:07:599;05951
2018/10/14 21:52:07:599;05951
2018/10/14 21:52:07:599;05951
2018/10/14 21:52:07:615;05951
2018/10/14 21:52:07:615;05952
2018/10/14 21:52:07:615;05952
2018/10/14 21:52:07:615;05952
2018/10/14 21:52:07:615;05951
2018/10/14 21:52:07:615;05951
2018/10/14 21:52:07:615;05951
2018/10/14 21:52:07:615;05950
2018/10/14 21:52:07:615;05951
2018/10/14 21:52:07:631;05951
2018/10/14 21:52:07:631;05951
2018/10/14 21:52:07:631;05951
2018/10/14 21:52:07:631;05951
2018/10/14 21:52:07:631;05950
2018/10/14 21:52:07:631;05951
2018/10/14 21:52:07:631;05951
2018/10/14 21:52:07:631;05952
2018/10/14 21:52:07:631;05951
2018/10/14 21:52:07:631;05952
2018/10/14 21:52:07:647;05952
2018/10/14 21:52:07:647;05952
2018/10/14 21:52:07:647;05953
2018/10/14 21:52:07:647;05952
2018/10/14 21:52:07:647;05952
2018/10/14 21:52:07:647;05952
2018/10/14 21:52:07:647;05952
2018/10/14 21:52:07:647;05952
2018/10/14 21:52:07:647;05952
2018/10/14 21:52:07:663;05952
2018/10/14 21:52:07:663;05952
2018/10/14 21:52:07:663;05952
2018/10/14 21:52:07:663;05952
2018/10/14 21:52:07:663;05951
2018/10/14 21:52:07:663;05952
2018/10/14 21:52:07:663;05952
2018/10/14 21:52:07:663;05952
2018/10/14 21:52:07:663;05951
2018/10/14 21:52:07:663;05952
2018/10/14 21:52:07:679;05951
2018/10/14 21:52:07:679;05950
2018/10/14 21:52:07:679;05951
2018/10/14 21:52:07:679;05952
2018/10/14 21:52:07:679;05951
2018/10/14 21:52:07:679;05951
2018/10/14 21:52:07:679;05951
2018/10/14 21:52:07:679;05950
2018/10/14 21:52:07:679;05951
2018/10/14 21:52:07:695;05951
2018/10/14 21:52:07:695;05951
2018/10/14 21:52:07:695;05951
2018/10/14 21:52:07:695;05950
2018/10/14 21:52:07:695;05951
2018/10/14 21:52:07:695;05951
2018/10/14 21:52:07:695;05945
2018/10/14 21:52:07:695;05951
2018/10/14 21:52:07:695;05952
2018/10/14 21:52:07:695;05951
2018/10/14 21:52:07:711;05951
2018/10/14 21:52:07:711;05951
2018/10/14 21:52:07:711;05946
2018/10/14 21:52:07:711;05951
2018/10/14 21:52:07:711;05951
2018/10/14 21:52:07:711;05946
2018/10/14 21:52:07:711;05953
2018/10/14 21:52:07:711;05951
2018/10/14 21:52:07:711;05946
2018/10/14 21:52:07:727;05951
2018/10/14 21:52:07:727;05952
2018/10/14 21:52:07:727;05952
2018/10/14 21:52:07:727;05952
2018/10/14 21:52:07:727;05952
2018/10/14 21:52:07:727;05952
2018/10/14 21:52:07:727;05952
2018/10/14 21:52:07:727;05951
2018/10/14 21:52:07:727;05952
2018/10/14 21:52:07:727;05953
2018/10/14 21:52:07:743;05954
2018/10/14 21:52:07:743;05954
2018/10/14 21:52:07:743;05953
2018/10/14 21:52:07:743;05953
2018/10/14 21:52:07:743;05953
2018/10/14 21:52:07:743;05952
2018/10/14 21:52:07:743;05952
2018/10/14 21:52:07:743;05952
2018/10/14 21:52:07:743;05951
2018/10/14 21:52:07:759;05951
2018/10/14 21:52:07:759;05951
2018/10/14 21:52:07:759;05951
2018/10/14 21:52:07:759;05950
2018/10/14 21:52:07:759;05952
2018/10/14 21:52:07:759;05951
2018/10/14 21:52:07:759;05953
2018/10/14 21:52:07:759;05953
